provider_id,workload_hours,stress_level,absenteeism_days,satisfaction_score,burnout_risk
P025431,57,8,4,1,63
P025432,48,6,2,10,31
P025433,44,9,3,1,55
P025434,44,7,4,10,26
P025435,57,7,3,10,47
P025436,59,7,3,10,41
P025437,46,10,6,10,52
P025438,38,9,3,1,59
P025439,60,7,0,10,37
P025440,55,8,2,10,35
P025441,54,10,3,1,60
P025442,52,8,4,10,38
P025443,49,10,5,1,64
P025444,45,9,2,10,30
P025445,48,10,1,10,44
P025446,51,10,0,10,41
P025447,47,7,0,10,29
P025448,49,10,1,10,35
P025449,53,6,3,10,41
P025450,43,7,1,10,31
P025451,51,9,2,10,41
P025452,52,6,3,10,39
P025453,43,10,3,1,65
P025454,48,9,4,1,68
P025455,47,10,3,1,62
P025456,42,9,2,10,36
P025457,47,10,2,10,43
P025458,39,7,4,1,46
P025459,55,6,3,1,51
P025460,50,7,3,1,50
P025461,50,8,0,1,48
P025462,44,9,4,10,33
P025463,51,7,3,1,58
P025464,32,8,1,1,46
P025465,51,10,1,1,66
P025466,48,9,2,10,41
P025467,60,7,2,1,64
P025468,53,7,2,10,45
P025469,51,9,3,1,60
P025470,60,9,2,10,30
P025471,46,10,3,10,38
P025472,54,10,1,10,41
P025473,44,9,1,10,31
P025474,44,7,2,1,49
P025475,49,8,2,10,34
P025476,52,7,1,1,50
P025477,50,8,1,1,52
P025478,58,7,2,1,62
P025479,55,7,2,10,31
P025480,50,8,3,1,68
P025481,50,7,2,10,30
P025482,51,10,3,10,48
P025483,39,7,2,1,33
P025484,49,8,2,10,31
P025485,60,10,4,1,69
P025486,51,8,4,10,33
P025487,51,6,2,1,58
P025488,46,8,4,10,27
P025489,50,6,2,10,28
P025490,60,10,1,1,70
P025491,39,6,2,1,41
P025492,53,7,4,1,56
P025493,60,7,3,1,62
P025494,41,9,2,10,29
P025495,60,10,4,10,51
P025496,38,10,0,10,37
P025497,48,8,0,1,57
P025498,45,9,1,10,26
P025499,60,8,3,10,48
P025500,52,9,1,1,59
P025501,60,6,0,10,40
P025502,60,10,4,1,76
P025503,59,9,2,1,68
P025504,53,8,3,1,67
P025505,60,6,3,1,50
P025506,47,6,3,10,27
P025507,41,8,1,10,27
P025508,52,8,0,1,57
P025509,50,8,3,1,54
P025510,41,7,1,10,21
P025511,40,9,1,1,48
P025512,42,10,3,10,36
P025513,57,6,4,10,33
P025514,60,6,0,1,60
P025515,57,8,1,10,31
P025516,56,7,4,10,47
P025517,59,10,4,10,49
P025518,48,8,2,10,31
P025519,44,6,5,10,31
P025520,48,6,3,10,39
P025521,43,7,2,10,23
P025522,56,6,2,10,33
P025523,42,8,1,10,20
P025524,59,8,3,10,42
P025525,55,10,3,10,29
P025526,46,9,1,1,60
P025527,56,6,1,10,37
P025528,60,10,4,10,53
P025529,42,7,3,10,29
P025530,54,8,1,1,65
P025531,44,10,2,10,51
P025532,60,9,2,10,37
P025533,54,8,2,10,31
P025534,58,6,2,10,33
P025535,47,8,2,10,44
P025536,45,8,3,10,28
P025537,60,6,4,1,60
P025538,54,8,1,1,54
P025539,60,10,0,10,48
P025540,39,9,6,10,42
P025541,41,6,3,1,58
P025542,55,8,2,10,41
P025543,50,8,2,10,35
P025544,49,10,2,10,48
P025545,45,6,7,1,47
P025546,56,6,5,10,41
P025547,47,10,5,10,28
P025548,56,9,2,10,39
P025549,60,7,3,10,40
P025550,60,10,3,10,45
P025551,41,7,2,1,44
P025552,45,6,4,1,40
P025553,55,10,2,10,48
P025554,60,10,4,10,57
P025555,55,7,3,1,48
P025556,50,9,6,10,47
P025557,58,10,1,1,62
P025558,50,8,4,10,41
P025559,35,7,4,10,27
P025560,45,9,4,1,60
P025561,46,6,3,10,32
P025562,45,7,3,10,26
P025563,48,10,4,10,43
P025564,54,6,2,10,34
P025565,48,6,5,10,30
P025566,50,9,2,10,32
P025567,53,7,2,1,48
P025568,47,7,1,1,48
P025569,42,8,0,1,46
P025570,53,9,3,10,38
P025571,42,7,1,10,15
P025572,51,8,4,10,36
P025573,52,9,2,1,67
P025574,45,8,2,1,60
P025575,54,6,1,1,46
P025576,59,6,5,1,62
P025577,48,9,3,1,57
P025578,50,10,5,10,41
P025579,57,8,2,10,40
P025580,43,7,2,10,19
P025581,44,8,4,10,25
P025582,38,8,0,10,25
P025583,36,7,2,1,42
P025584,50,7,3,1,49
P025585,49,7,4,10,36
P025586,35,10,2,1,51
P025587,52,8,2,10,35
P025588,47,7,5,10,37
P025589,47,10,2,1,56
P025590,48,9,2,1,48
P025591,48,6,3,1,46
P025592,40,6,2,1,42
P025593,60,6,2,1,58
P025594,50,9,1,10,44
P025595,55,9,5,1,69
P025596,57,6,2,1,54
P025597,52,8,6,1,63
P025598,47,9,3,1,63
P025599,47,6,4,10,28
P025600,45,8,4,10,41
P025601,55,9,5,1,67
P025602,60,10,3,1,75
P025603,58,6,0,1,43
P025604,48,6,1,10,31
P025605,45,8,1,1,53
P025606,50,7,3,10,29
P025607,51,10,5,10,46
P025608,47,10,1,1,59
P025609,40,9,1,10,27
P025610,53,8,5,10,46
P025611,59,8,2,1,66
P025612,39,6,2,1,43
P025613,60,7,3,10,37
P025614,60,8,3,1,68
P025615,51,6,0,10,30
P025616,57,10,1,1,60
P025617,51,9,3,10,38
P025618,45,10,2,1,64
P025619,56,8,1,1,65
P025620,54,8,3,10,35
P025621,60,6,3,1,55
P025622,44,10,4,1,72
P025623,50,9,3,10,40
P025624,34,8,1,10,17
P025625,50,6,2,10,28
P025626,60,6,1,10,32
P025627,60,7,1,1,62
P025628,55,6,1,1,53
P025629,42,10,1,10,35
P025630,49,10,0,10,38
P025631,55,6,5,10,43
P025632,41,10,2,10,31
P025633,33,8,2,1,46
P025634,50,6,0,10,22
P025635,36,8,3,1,52
P025636,55,9,3,1,58
P025637,46,7,1,10,23
P025638,59,9,2,10,45
P025639,54,6,2,1,47
P025640,49,8,2,10,36
P025641,50,10,0,10,30
P025642,40,7,2,1,45
P025643,48,6,2,1,53
P025644,60,8,1,10,39
P025645,60,9,5,10,59
P025646,48,9,1,10,35
P025647,50,10,4,10,41
P025648,47,9,1,10,33
P025649,60,10,4,10,48
P025650,45,10,4,1,68
P025651,50,9,3,10,42
P025652,56,9,4,10,49
P025653,56,6,2,10,31
P025654,60,9,4,10,45
P025655,38,8,4,10,29
P025656,50,10,3,1,68
P025657,55,10,1,10,40
P025658,55,8,0,10,34
P025659,46,9,2,10,34
P025660,50,9,1,10,38
P025661,41,8,2,10,34
P025662,55,10,3,1,64
P025663,46,10,2,1,51
P025664,44,10,4,1,60
P025665,48,9,4,10,37
P025666,60,7,5,1,68
P025667,36,8,3,10,22
P025668,51,6,3,10,31
P025669,50,6,1,10,30
P025670,52,10,4,1,73
P025671,50,8,2,1,62
P025672,40,8,0,10,29
P025673,38,7,2,1,47
P025674,57,9,3,10,42
P025675,48,10,1,10,37
P025676,52,7,3,10,33
P025677,50,6,4,1,51
P025678,31,7,1,1,41
P025679,55,9,2,10,45
P025680,49,6,5,10,32
P025681,48,10,1,10,36
P025682,60,9,2,1,58
P025683,56,7,3,10,37
P025684,60,6,4,10,37
P025685,60,8,0,10,53
P025686,45,10,3,1,57
P025687,53,9,4,1,68
P025688,41,9,4,1,54
P025689,40,10,5,1,53
P025690,47,10,1,10,41
P025691,41,9,5,10,45
P025692,48,8,1,1,57
P025693,44,7,1,10,23
P025694,54,9,2,10,35
P025695,40,8,2,1,59
P025696,47,6,3,1,50
P025697,59,9,4,10,43
P025698,50,8,2,10,33
P025699,51,7,2,1,52
P025700,55,7,2,10,37
P025701,41,8,5,10,24
P025702,45,10,0,1,52
P025703,46,10,2,1,55
P025704,51,9,5,10,40
P025705,51,10,3,10,40
P025706,44,6,1,1,50
P025707,53,8,3,10,35
P025708,59,9,3,1,68
P025709,58,8,2,1,60
P025710,48,10,3,10,36
P025711,53,8,4,10,38
P025712,44,7,5,10,27
P025713,60,10,3,10,49
P025714,53,6,3,10,35
P025715,37,10,2,10,21
P025716,53,8,6,10,41
P025717,52,6,3,1,47
P025718,50,6,0,10,18
P025719,44,8,3,1,57
P025720,60,8,4,1,68
P025721,48,8,3,10,26
P025722,44,10,1,1,56
P025723,52,9,2,10,38
P025724,60,8,4,10,50
P025725,49,7,2,1,54
P025726,53,7,2,10,34
P025727,60,6,1,10,42
P025728,51,10,5,10,45
P025729,47,8,2,10,26
P025730,33,7,6,10,22
P025731,49,8,2,1,56
P025732,41,8,0,10,27
P025733,59,7,2,1,66
P025734,46,7,2,10,30
P025735,60,7,0,10,30
P025736,60,6,2,10,28
P025737,48,8,6,1,62
P025738,45,10,2,1,58
P025739,46,6,1,10,36
P025740,52,9,3,10,45
P025741,42,7,3,10,28
P025742,57,10,3,1,66
P025743,40,6,2,10,24
P025744,48,6,2,10,28
P025745,51,9,3,1,65
P025746,44,10,3,10,35
P025747,37,6,2,10,20
P025748,30,9,1,1,40
P025749,56,8,1,10,42
P025750,57,10,1,10,36
P025751,54,8,4,10,40
P025752,53,10,5,10,54
P025753,43,8,3,1,50
P025754,54,9,0,10,41
P025755,45,8,2,10,38
P025756,46,7,5,10,25
P025757,54,7,3,1,59
P025758,36,6,3,10,26
P025759,40,8,1,10,27
P025760,56,8,2,1,69
P025761,41,9,2,1,51
P025762,54,7,1,1,57
P025763,44,6,4,1,46
P025764,59,8,2,10,33
P025765,41,9,1,1,57
P025766,54,8,3,1,56
P025767,41,8,1,10,32
P025768,51,10,0,10,44
P025769,49,6,3,10,32
P025770,47,9,5,10,44
P025771,52,6,4,10,26
P025772,40,10,2,1,61
P025773,60,9,4,10,52
P025774,56,6,4,1,54
P025775,40,8,4,10,24
P025776,52,10,2,10,42
P025777,60,9,3,10,42
P025778,49,10,1,10,38
P025779,60,7,1,10,43
P025780,42,8,2,1,50
P025781,50,6,2,1,58
P025782,50,6,2,1,48
P025783,60,9,4,1,69
P025784,54,6,2,1,66
P025785,59,6,1,10,32
P025786,60,10,2,10,47
P025787,59,6,2,10,37
P025788,55,10,1,10,38
P025789,58,8,2,10,46
P025790,60,7,2,10,37
P025791,49,8,3,10,43
P025792,60,6,4,10,34
P025793,30,6,0,10,14
P025794,55,7,1,1,58
P025795,57,8,3,10,42
P025796,53,6,7,10,37
P025797,53,8,2,1,61
P025798,39,7,4,1,53
P025799,56,9,4,1,63
P025800,58,7,2,10,38
P025801,46,10,1,10,38
P025802,50,10,3,10,41
P025803,51,9,1,10,42
P025804,60,8,2,10,39
P025805,47,8,3,10,34
P025806,60,8,1,10,41
P025807,52,6,4,1,48
P025808,45,9,3,1,55
P025809,34,7,1,1,39
P025810,60,6,1,10,47
P025811,47,8,0,10,28
P025812,60,8,2,1,72
P025813,53,10,2,10,45
P025814,35,9,1,1,54
P025815,43,7,3,1,57
P025816,42,8,1,1,53
P025817,51,8,3,10,39
P025818,60,6,1,10,41
P025819,38,8,3,10,24
P025820,51,9,2,10,46
P025821,45,9,5,1,73
P025822,56,6,3,10,32
P025823,47,7,3,1,55
P025824,38,6,3,10,22
P025825,37,8,0,10,26
P025826,49,10,4,10,44
P025827,57,10,2,10,51
P025828,38,7,2,1,48
P025829,60,7,2,10,40
P025830,48,9,3,1,53
P025831,43,8,4,1,60
P025832,54,9,6,10,41
P025833,41,6,1,10,22
P025834,51,6,4,10,35
P025835,44,7,2,10,28
P025836,51,9,0,1,57
P025837,50,6,1,10,27
P025838,50,8,4,1,69
P025839,45,10,4,10,51
P025840,59,7,3,10,41
P025841,30,6,0,10,10
P025842,47,6,3,1,47
P025843,56,7,0,10,20
P025844,43,10,0,10,27
P025845,60,7,3,10,45
P025846,50,9,5,1,63
P025847,44,9,5,10,32
P025848,41,9,1,1,49
P025849,60,6,2,1,60
P025850,51,6,3,1,48
P025851,42,7,1,1,54
P025852,42,10,2,1,58
P025853,33,10,4,10,24
P025854,60,8,3,10,48
P025855,41,8,1,1,44
P025856,40,10,0,1,56
P025857,48,6,2,10,22
P025858,48,8,4,10,36
P025859,49,7,2,10,26
P025860,56,7,2,10,29
P025861,47,9,5,10,35
P025862,51,8,3,1,54
P025863,55,6,2,10,27
P025864,45,10,1,1,54
P025865,36,10,4,10,31
P025866,48,7,2,10,29
P025867,49,7,3,10,38
P025868,53,6,2,10,32
P025869,39,8,1,10,29
P025870,56,6,1,10,26
P025871,47,8,1,10,23
P025872,49,6,3,1,55
P025873,50,7,1,10,30
P025874,43,7,1,10,23
P025875,41,6,3,10,29
P025876,53,8,3,10,34
P025877,51,8,0,1,48
P025878,38,7,4,10,28
P025879,39,8,2,10,38
P025880,41,10,4,1,59
P025881,52,7,7,10,46
P025882,45,10,2,10,41
P025883,48,6,5,1,50
P025884,34,9,0,1,49
P025885,47,7,1,10,34
P025886,50,10,4,10,47
P025887,60,9,2,10,47
P025888,43,7,4,1,54
P025889,33,10,4,10,32
P025890,40,10,2,1,56
P025891,51,7,1,10,37
P025892,47,8,2,10,27
P025893,40,8,2,10,27
P025894,54,7,3,1,53
P025895,35,8,2,10,32
P025896,41,8,3,10,30
P025897,45,7,1,1,53
P025898,35,7,2,1,48
P025899,41,6,4,1,49
P025900,60,8,3,1,64
P025901,56,7,3,10,30
P025902,45,7,2,1,51
P025903,49,9,2,10,33
P025904,55,8,2,10,39
P025905,37,9,2,10,34
P025906,46,10,7,1,69
P025907,41,6,3,1,47
P025908,50,9,3,10,43
P025909,39,8,0,10,17
P025910,60,9,6,10,53
P025911,44,7,3,10,26
P025912,40,7,2,1,46
P025913,47,6,3,10,27
P025914,48,8,3,10,29
P025915,52,6,3,10,28
P025916,56,7,4,10,42
P025917,47,6,1,10,18
P025918,60,10,3,1,71
P025919,60,6,2,10,27
P025920,43,8,2,1,52
P025921,59,6,0,1,57
P025922,60,6,2,1,55
P025923,41,8,1,1,47
P025924,51,10,3,1,62
P025925,52,9,4,10,51
P025926,43,10,4,1,64
P025927,39,6,3,1,38
P025928,56,8,0,10,41
P025929,59,10,3,1,65
P025930,54,8,3,10,39
P025931,46,6,2,1,50
P025932,59,6,1,1,54
P025933,56,6,1,1,58
P025934,52,7,4,10,38
P025935,52,6,1,10,27
P025936,52,8,6,10,46
P025937,53,7,2,1,45
P025938,53,6,1,1,47
P025939,45,10,1,1,55
P025940,44,7,0,10,27
P025941,60,6,1,1,55
P025942,46,6,1,10,23
P025943,35,9,5,1,51
P025944,53,6,4,10,43
P025945,60,7,4,10,42
P025946,55,7,1,1,48
P025947,60,8,1,10,34
P025948,39,9,4,1,67
P025949,49,9,6,10,40
P025950,54,6,3,10,33
P025951,56,10,4,10,41
P025952,58,10,5,1,69
P025953,30,7,1,1,40
P025954,44,6,6,10,26
P025955,47,10,5,10,48
P025956,53,7,2,1,54
P025957,50,9,3,10,34
P025958,52,9,2,10,43
P025959,60,9,1,1,73
P025960,42,8,2,1,54
P025961,37,6,5,1,48
P025962,56,8,2,10,43
P025963,49,10,5,1,59
P025964,42,9,3,10,32
P025965,49,7,2,10,35
P025966,60,6,1,10,39
P025967,45,9,3,10,37
P025968,54,7,4,10,42
P025969,46,7,2,1,49
P025970,42,10,5,10,33
P025971,45,10,0,1,57
P025972,60,8,1,10,35
P025973,41,7,2,1,47
P025974,51,6,2,10,23
P025975,60,9,1,10,45
P025976,54,6,0,10,29
P025977,60,6,0,1,53
P025978,52,9,1,10,44
P025979,47,9,1,1,55
P025980,45,10,2,1,58
P025981,52,10,2,1,65
P025982,51,8,3,10,39
P025983,42,7,3,1,45
P025984,51,8,1,10,33
P025985,53,10,1,10,48
P025986,50,10,3,10,41
P025987,52,7,4,10,32
P025988,60,9,3,10,46
P025989,57,10,3,1,69
P025990,60,8,1,10,36
P025991,60,6,6,1,56
P025992,43,9,2,10,32
P025993,53,10,2,1,67
P025994,55,6,6,1,64
P025995,52,6,1,1,54
P025996,54,8,0,10,33
P025997,42,10,4,1,59
P025998,58,7,1,1,48
P025999,58,8,3,1,67
P026000,49,10,3,10,34
P026001,31,7,5,10,20
P026002,41,7,3,10,22
P026003,60,8,1,10,40
P026004,58,10,0,1,60
P026005,42,9,1,1,52
P026006,60,9,1,1,68
P026007,41,8,5,10,35
P026008,60,8,4,10,48
P026009,51,9,1,1,65
P026010,41,9,2,1,47
P026011,49,6,3,1,49
P026012,53,9,3,1,63
P026013,55,6,2,10,36
P026014,46,6,2,10,34
P026015,49,9,2,10,38
P026016,43,8,2,10,34
P026017,32,10,4,10,27
P026018,60,7,1,10,44
P026019,41,9,4,10,46
P026020,52,6,2,1,55
P026021,51,7,1,1,50
P026022,53,9,3,1,69
P026023,56,9,7,10,51
P026024,58,8,0,10,42
P026025,52,8,3,1,59
P026026,40,6,9,10,39
P026027,50,9,2,1,64
P026028,37,7,2,1,45
P026029,56,10,2,1,71
P026030,60,10,3,10,43
P026031,53,8,3,10,40
P026032,59,6,1,10,33
P026033,56,6,2,10,31
P026034,43,8,2,10,38
P026035,58,7,2,10,33
P026036,37,7,3,1,46
P026037,46,10,3,10,41
P026038,41,7,1,10,23
P026039,53,10,2,10,50
P026040,42,6,4,10,32
P026041,54,10,2,1,62
P026042,47,10,2,10,41
P026043,46,6,3,10,31
P026044,58,8,2,1,76
P026045,60,7,2,1,63
P026046,43,8,4,10,29
P026047,44,9,2,1,53
P026048,42,9,1,10,32
P026049,41,6,4,1,48
P026050,60,6,2,1,59
P026051,40,9,2,10,32
P026052,46,6,1,10,21
P026053,49,8,5,10,41
P026054,48,8,4,1,60
P026055,35,10,3,1,54
P026056,52,7,1,1,57
P026057,53,6,3,10,37
P026058,60,9,4,1,74
P026059,43,8,3,10,35
P026060,47,9,2,10,35
P026061,60,10,0,1,57
P026062,46,9,2,10,34
P026063,57,10,4,10,36
P026064,51,8,2,10,37
P026065,54,6,1,10,21
P026066,45,8,3,10,31
P026067,51,6,2,10,31
P026068,52,10,0,1,57
P026069,41,7,5,10,33
P026070,60,7,1,10,34
P026071,49,7,1,1,44
P026072,51,6,2,1,48
P026073,58,6,2,10,42
P026074,50,6,3,1,47
P026075,60,6,1,10,31
P026076,41,8,2,1,51
P026077,30,10,4,10,40
P026078,59,9,2,10,44
P026079,56,8,4,10,39
P026080,48,6,3,10,28
P026081,37,7,3,10,32
P026082,54,10,1,1,63
P026083,37,8,0,10,25
P026084,41,8,1,1,43
P026085,49,7,3,10,28
P026086,40,9,4,10,31
P026087,45,6,3,1,41
P026088,46,7,4,1,53
P026089,41,6,2,10,21
P026090,44,10,3,10,38
P026091,56,8,2,10,41
P026092,43,6,2,1,43
P026093,51,6,1,1,63
P026094,45,10,1,1,62
P026095,47,6,1,10,22
P026096,57,6,3,1,65
P026097,42,9,2,1,55
P026098,60,6,2,10,39
P026099,49,8,3,1,62
P026100,45,8,3,10,31
P026101,51,9,3,10,38
P026102,55,8,3,1,62
P026103,53,7,4,10,36
P026104,51,10,2,1,65
P026105,35,10,1,1,54
P026106,45,6,3,10,31
P026107,53,7,4,1,59
P026108,60,9,2,1,64
P026109,56,6,3,10,41
P026110,54,10,0,10,43
P026111,58,6,2,1,49
P026112,39,7,1,10,26
P026113,48,10,1,10,36
P026114,54,6,4,1,60
P026115,60,8,6,1,69
P026116,46,9,2,10,30
P026117,53,10,1,10,45
P026118,54,6,1,10,37
P026119,45,8,2,1,54
P026120,55,9,1,1,57
P026121,57,6,1,1,62
P026122,50,7,5,1,50
P026123,46,6,2,10,26
P026124,37,9,2,1,42
P026125,48,8,2,10,39
P026126,53,6,2,1,50
P026127,60,10,5,1,79
P026128,57,6,7,1,69
P026129,47,7,7,10,36
P026130,40,8,3,1,47
P026131,45,10,2,10,30
P026132,56,7,3,10,42
P026133,44,9,2,1,58
P026134,46,7,3,10,33
P026135,52,9,6,10,40
P026136,43,6,0,1,43
P026137,53,7,4,10,37
P026138,49,9,1,10,32
P026139,52,6,1,10,34
P026140,46,8,4,1,62
P026141,39,9,4,10,37
P026142,41,10,3,10,39
P026143,45,7,2,10,21
P026144,47,9,2,10,34
P026145,55,10,1,10,40
P026146,49,10,4,1,70
P026147,50,7,0,10,31
P026148,60,9,2,10,42
P026149,52,8,3,1,57
P026150,47,10,6,1,72
P026151,48,7,2,1,44
P026152,50,10,2,10,51
P026153,51,7,2,10,41
P026154,47,6,0,1,46
P026155,60,7,2,10,38
P026156,50,10,4,10,37
P026157,49,9,0,1,54
P026158,56,6,0,1,58
P026159,44,8,2,10,27
P026160,42,8,3,10,26
P026161,49,9,2,10,46
P026162,52,8,4,1,57
P026163,55,9,3,10,38
P026164,40,8,1,10,23
P026165,52,8,3,10,32
P026166,59,9,1,10,47
P026167,46,7,0,1,56
P026168,60,9,0,10,37
P026169,58,6,0,10,25
P026170,52,9,5,10,41
P026171,47,8,2,1,69
P026172,42,9,3,1,53
P026173,58,9,1,1,58
P026174,46,10,1,10,42
P026175,35,8,3,10,25
P026176,55,6,2,10,27
P026177,30,9,4,1,61
P026178,57,9,2,1,69
P026179,53,10,3,1,67
P026180,49,8,3,10,41
P026181,60,7,3,10,47
P026182,44,8,1,1,58
P026183,48,7,4,1,57
P026184,54,8,5,1,67
P026185,46,8,5,1,53
P026186,60,6,4,10,35
P026187,49,10,4,1,68
P026188,51,8,2,10,30
P026189,57,9,4,10,49
P026190,54,7,1,10,30
P026191,45,8,1,10,29
P026192,48,7,2,10,30
P026193,50,8,2,10,37
P026194,47,9,1,10,31
P026195,55,10,4,10,40
P026196,56,6,2,10,32
P026197,47,10,3,1,61
P026198,42,7,2,10,30
P026199,48,9,5,10,34
P026200,45,8,3,1,58
P026201,46,8,0,1,56
P026202,43,10,4,10,46
P026203,48,10,3,10,40
P026204,57,9,4,10,47
P026205,46,9,1,10,35
P026206,57,10,5,1,74
P026207,53,10,2,1,63
P026208,51,9,3,10,42
P026209,49,9,0,10,48
P026210,51,9,0,10,38
P026211,44,10,2,10,37
P026212,60,8,2,1,55
P026213,51,6,2,1,50
P026214,45,10,3,10,39
P026215,60,9,4,10,45
P026216,59,10,4,10,48
P026217,48,9,0,10,37
P026218,50,7,3,10,33
P026219,57,10,2,10,48
P026220,55,7,5,1,56
P026221,56,7,2,10,41
P026222,60,8,4,10,45
P026223,47,10,1,10,47
P026224,57,10,3,1,69
P026225,60,9,0,10,47
P026226,52,8,3,10,36
P026227,46,9,3,10,38
P026228,49,6,3,10,26
P026229,37,7,2,1,50
P026230,34,10,0,10,20
P026231,59,9,3,10,50
P026232,45,8,2,1,57
P026233,44,6,2,1,37
P026234,51,6,2,1,61
P026235,55,7,2,10,39
P026236,58,7,4,1,62
P026237,46,10,1,1,65
P026238,33,9,5,10,38
P026239,53,6,2,10,28
P026240,49,10,3,10,42
P026241,40,6,4,10,28
P026242,54,7,3,1,60
P026243,49,6,4,10,22
P026244,47,8,3,10,39
P026245,58,9,1,10,53
P026246,42,9,2,1,68
P026247,51,10,2,1,60
P026248,49,6,7,10,42
P026249,35,8,4,1,51
P026250,59,7,1,10,41
P026251,46,7,0,10,24
P026252,49,6,1,1,51
P026253,57,9,4,10,48
P026254,58,8,5,10,48
P026255,43,10,2,1,60
P026256,60,8,1,10,36
P026257,52,8,2,10,37
P026258,45,9,4,1,52
P026259,53,7,3,1,56
P026260,57,7,4,10,43
P026261,42,6,2,1,53
P026262,31,6,4,10,13
P026263,43,6,1,1,49
P026264,45,8,0,1,47
P026265,42,7,2,10,30
P026266,60,9,2,1,58
P026267,56,6,2,10,28
P026268,45,10,4,10,38
P026269,41,10,0,10,37
P026270,50,7,3,10,27
P026271,50,10,1,10,38
P026272,35,10,2,10,23
P026273,46,6,2,10,17
P026274,43,8,1,10,29
P026275,52,10,0,10,39
P026276,51,9,2,10,34
P026277,36,8,4,10,32
P026278,51,10,0,10,33
P026279,60,7,2,10,38
P026280,44,7,2,10,25
P026281,59,8,3,10,34
P026282,47,6,2,10,30
P026283,46,9,2,1,58
P026284,37,10,2,10,34
P026285,60,10,3,10,48
P026286,48,8,5,1,64
P026287,54,9,1,1,56
P026288,48,7,6,10,32
P026289,56,7,2,10,36
P026290,46,9,3,10,33
P026291,52,7,5,1,61
P026292,33,7,1,10,13
P026293,49,7,1,1,55
P026294,49,8,5,1,59
P026295,38,9,3,1,48
P026296,43,6,1,1,50
P026297,60,7,2,1,62
P026298,48,10,2,10,38
P026299,45,7,3,10,23
P026300,50,10,0,1,64
P026301,45,8,0,10,26
P026302,52,6,3,1,52
P026303,36,8,2,1,51
P026304,60,8,2,1,59
P026305,60,8,5,1,65
P026306,60,8,1,1,65
P026307,51,10,3,10,39
P026308,52,6,4,1,55
P026309,39,8,5,10,38
P026310,55,7,3,10,31
P026311,58,9,2,10,37
P026312,41,9,1,10,34
P026313,52,7,1,1,42
P026314,47,10,1,1,52
P026315,57,7,4,10,31
P026316,52,10,3,10,44
P026317,55,8,3,1,52
P026318,52,10,2,10,35
P026319,60,10,4,10,45
P026320,54,8,1,1,54
P026321,45,9,1,1,59
P026322,54,9,4,1,76
P026323,50,6,0,10,25
P026324,56,7,3,10,42
P026325,60,8,1,10,30
P026326,41,7,2,1,36
P026327,52,9,1,10,45
P026328,34,6,1,1,37
P026329,50,10,3,10,35
P026330,51,6,0,10,26
P026331,55,6,4,10,27
P026332,41,8,2,10,30
P026333,44,9,2,10,36
P026334,48,7,0,10,27
P026335,44,9,2,1,58
P026336,56,9,1,10,39
P026337,52,8,3,10,26
P026338,60,8,1,1,62
P026339,47,6,4,1,52
P026340,44,7,4,10,26
P026341,43,7,3,10,26
P026342,55,10,0,10,45
P026343,50,6,2,1,50
P026344,53,6,0,1,59
P026345,49,8,5,1,48
P026346,60,8,3,10,36
P026347,44,7,5,10,29
P026348,54,8,1,1,57
P026349,46,10,0,10,38
P026350,60,8,2,1,57
P026351,33,10,6,10,38
P026352,45,8,2,10,29
P026353,52,7,2,10,39
P026354,54,8,5,10,48
P026355,48,10,5,10,48
P026356,54,10,7,10,58
P026357,52,8,3,10,49
P026358,58,8,1,10,38
P026359,50,7,1,1,56
P026360,41,8,3,10,24
P026361,57,8,0,10,46
P026362,51,7,3,10,39
P026363,42,10,5,1,57
P026364,60,6,2,1,53
P026365,56,7,2,10,31
P026366,59,7,6,10,42
P026367,44,9,0,1,53
P026368,37,9,0,1,54
P026369,45,10,4,1,58
P026370,58,9,0,10,40
P026371,39,9,2,1,57
P026372,51,8,1,10,32
P026373,60,8,5,10,41
P026374,52,7,1,1,47
P026375,44,8,2,1,61
P026376,49,10,1,10,43
P026377,34,10,5,1,54
P026378,52,9,2,1,64
P026379,37,10,2,1,58
P026380,46,8,1,10,37
P026381,53,10,6,10,42
P026382,53,10,0,1,64
P026383,44,9,3,10,34
P026384,55,7,2,1,62
P026385,60,7,2,10,39
P026386,55,6,4,10,34
P026387,40,9,0,1,49
P026388,49,6,0,10,24
P026389,54,7,1,10,31
P026390,51,6,3,10,31
P026391,60,8,4,1,71
P026392,58,8,3,10,40
P026393,49,6,2,1,53
P026394,54,8,4,10,44
P026395,36,10,4,10,39
P026396,57,6,1,10,27
P026397,46,10,2,1,57
P026398,55,8,1,10,35
P026399,40,10,2,10,34
P026400,37,8,2,1,47
P026401,50,9,1,1,60
P026402,47,9,4,1,57
P026403,52,8,2,10,38
P026404,52,8,0,10,35
P026405,56,9,3,10,42
P026406,50,8,5,10,44
P026407,57,6,3,10,32
P026408,52,7,4,10,38
P026409,51,10,1,1,59
P026410,60,7,4,1,61
P026411,60,9,0,10,33
P026412,42,8,2,10,36
P026413,39,6,6,10,38
P026414,45,8,4,10,32
P026415,60,7,3,1,67
P026416,60,9,2,10,43
P026417,52,8,2,10,33
P026418,50,10,1,1,72
P026419,46,10,1,1,64
P026420,40,9,4,10,33
P026421,48,7,4,10,27
P026422,45,9,5,1,62
P026423,54,6,3,10,36
P026424,54,7,2,10,31
P026425,59,8,3,10,30
P026426,43,6,0,10,21
P026427,35,10,1,10,29
